,PWVmidTim,Tdelay
247,20160130/0345,2170.0
248,20160130/0415,2171.6
249,20160130/0445,2170.9
250,20160130/0515,2170.5
251,20160130/0545,2167.5
252,20160130/0615,2167.8
253,20160130/0645,2168.0
254,20160130/0715,2167.4
255,20160130/0745,2168.1
256,20160130/0815,2167.8
257,20160130/0845,2167.7
258,20160130/0915,2164.4
259,20160130/0945,2165.6
260,20160130/1015,2168.2
261,20160130/1045,2165.5
262,20160130/1115,2164.2
263,20160130/1145,2164.2
264,20160130/1215,2163.6
265,20160130/1245,2163.5
266,20160130/1315,2164.3
267,20160130/1345,2164.6
268,20160130/1415,2162.8
269,20160130/1445,2161.8
270,20160130/1515,2162.9
271,20160130/1545,2165.0
272,20160130/1615,2164.0
273,20160130/1645,2161.7
274,20160130/1715,2164.3
275,20160130/1745,2163.4
276,20160130/1815,2158.9
277,20160130/1845,2158.1
278,20160130/1915,2158.1
279,20160130/1945,2153.8
280,20160130/2015,2151.3
281,20160130/2045,2152.3
282,20160130/2115,2153.3
283,20160130/2145,2152.8
284,20160130/2215,2151.3
285,20160130/2245,2150.5
286,20160130/2315,2148.0
287,20160130/2345,2147.4
240,20160131/0015,2145.6
241,20160131/0045,2142.9
242,20160131/0115,2142.9
243,20160131/0145,2141.9
244,20160131/0215,2139.8
245,20160131/0245,2139.1
246,20160131/0315,2138.3
247,20160131/0345,2138.4
248,20160131/0415,2137.8
249,20160131/0445,2138.6
250,20160131/0515,2140.0
251,20160131/0545,2138.6
252,20160131/0615,2138.3
253,20160131/0645,2137.7
254,20160131/0715,2138.4
255,20160131/0745,2138.4
256,20160131/0815,2134.2
257,20160131/0845,2136.4
258,20160131/0915,2138.7
259,20160131/0945,2137.3
260,20160131/1015,2140.4
261,20160131/1045,2140.9
262,20160131/1115,2137.3
263,20160131/1145,2136.4
264,20160131/1215,2135.0
265,20160131/1245,2135.3
266,20160131/1315,2136.6
267,20160131/1345,2135.4
268,20160131/1415,2135.5
269,20160131/1445,2136.4
270,20160131/1515,2138.4
271,20160131/1545,2139.4
272,20160131/1615,2139.1
273,20160131/1645,2142.6
274,20160131/1715,2145.7
275,20160131/1745,2143.9
276,20160131/1815,2144.8
277,20160131/1845,2144.2
278,20160131/1915,2142.0
279,20160131/1945,2144.1
280,20160131/2015,2145.4
281,20160131/2045,2144.6
282,20160131/2115,2144.2
283,20160131/2145,2146.0
284,20160131/2215,2146.8
285,20160131/2245,2145.1
286,20160131/2315,2144.4
287,20160131/2345,2146.9
240,20160201/0015,2147.1
241,20160201/0045,2145.4
242,20160201/0115,2145.6
243,20160201/0145,2146.1
244,20160201/0215,2144.2
245,20160201/0245,2143.7
246,20160201/0315,2144.7
247,20160201/0345,2145.6
248,20160201/0415,2147.8
249,20160201/0445,2150.8
250,20160201/0515,2155.1
251,20160201/0545,2158.2
252,20160201/0615,2157.5
253,20160201/0645,2154.8
254,20160201/0715,2155.1
255,20160201/0745,2155.6
256,20160201/0815,2150.5
257,20160201/0845,2149.4
258,20160201/0915,2154.1
259,20160201/0945,2151.8
260,20160201/1015,2150.1
261,20160201/1045,2151.4
262,20160201/1115,2151.8
263,20160201/1145,2148.9
264,20160201/1215,2145.6
265,20160201/1245,2148.8
266,20160201/1315,2151.2
267,20160201/1345,2151.8
268,20160201/1415,2152.5
269,20160201/1445,2152.8
270,20160201/1515,2151.8
271,20160201/1545,2154.6
272,20160201/1615,2157.4
273,20160201/1645,2156.9
274,20160201/1715,2158.2
275,20160201/1745,2152.9
276,20160201/1815,2151.3
277,20160201/1845,2153.9
278,20160201/1915,2153.5
279,20160201/1945,2152.9
280,20160201/2015,2151.2
281,20160201/2045,2152.8
282,20160201/2115,2155.3
283,20160201/2145,2159.7
284,20160201/2215,2154.4
285,20160201/2245,2152.8
286,20160201/2315,2155.9
287,20160201/2345,2148.9
240,20160202/0015,2144.5
241,20160202/0045,2142.9
242,20160202/0115,2138.7
243,20160202/0145,2136.9
244,20160202/0215,2130.6
245,20160202/0245,2122.0
246,20160202/0315,2124.1
247,20160202/0345,2128.7
248,20160202/0415,2130.4
249,20160202/0445,2129.8
250,20160202/0515,2132.1
251,20160202/0545,2126.9
252,20160202/0615,2127.3
253,20160202/0645,2130.8
254,20160202/0715,2129.6
255,20160202/0745,2129.8
256,20160202/0815,2125.8
257,20160202/0845,2127.4
258,20160202/0915,2131.3
259,20160202/0945,2132.9
260,20160202/1015,2134.6
261,20160202/1045,2133.6
262,20160202/1115,2127.9
263,20160202/1145,2129.2
264,20160202/1215,2133.2
265,20160202/1245,2134.6
266,20160202/1315,2137.2
267,20160202/1345,2133.0
268,20160202/1415,2130.1
269,20160202/1445,2132.6
270,20160202/1515,2132.3
271,20160202/1545,2134.5
272,20160202/1615,2136.8
273,20160202/1645,2139.1
274,20160202/1715,2142.3
275,20160202/1745,2139.3
276,20160202/1815,2140.0
277,20160202/1845,2141.9
278,20160202/1915,2139.6
279,20160202/1945,2141.1
280,20160202/2015,2142.8
281,20160202/2045,2143.1
282,20160202/2115,2143.8
283,20160202/2145,2143.4
284,20160202/2215,2146.2
285,20160202/2245,2145.4
286,20160202/2315,2142.6
287,20160202/2345,2143.1
240,20160203/0015,2144.4
241,20160203/0045,2146.4
242,20160203/0115,2147.2
243,20160203/0145,2148.7
244,20160203/0215,2147.4
245,20160203/0245,2143.7
246,20160203/0315,2144.7
247,20160203/0345,2144.4
248,20160203/0415,2141.9
249,20160203/0445,2143.2
250,20160203/0515,2142.9
251,20160203/0545,2140.2
252,20160203/0615,2138.8
253,20160203/0645,2137.4
254,20160203/0715,2134.2
255,20160203/0745,2132.8
256,20160203/0815,2133.1
257,20160203/0845,2133.1
258,20160203/0915,2133.1
259,20160203/0945,2131.9
260,20160203/1015,2129.2
261,20160203/1045,2128.9
262,20160203/1115,2129.2
263,20160203/1145,2126.8
264,20160203/1215,2126.2
265,20160203/1245,2130.1
266,20160203/1315,2135.3
267,20160203/1345,2136.2
268,20160203/1415,2131.6
269,20160203/1445,2132.9
270,20160203/1515,2137.8
271,20160203/1545,2139.2
272,20160203/1615,2139.8
273,20160203/1645,2141.6
274,20160203/1715,2143.3
275,20160203/1745,2141.0
276,20160203/1815,2140.1
277,20160203/1845,2140.3
278,20160203/1915,2139.7
279,20160203/1945,2139.6
280,20160203/2015,2139.2
281,20160203/2045,2138.9
282,20160203/2115,2139.8
283,20160203/2145,2139.3
284,20160203/2215,2137.3
285,20160203/2245,2133.9
286,20160203/2315,2130.4
287,20160203/2345,2125.9
192,20160206/0015,2113.2
193,20160206/0045,2118.5
194,20160206/0115,2119.8
195,20160206/0145,2121.1
196,20160206/0215,2123.9
197,20160206/0245,2126.9
198,20160206/0315,2129.3
199,20160206/0345,2125.9
200,20160206/0415,2124.4
201,20160206/0445,2128.6
202,20160206/0515,2125.2
203,20160206/0545,2128.2
204,20160206/0615,2130.8
205,20160206/0645,2125.8
206,20160206/0715,2125.6
207,20160206/0745,2120.5
208,20160206/0815,2120.3
209,20160206/0845,2122.8
210,20160206/0915,2121.9
211,20160206/0945,2122.4
212,20160206/1015,2120.8
213,20160206/1045,2115.6
214,20160206/1115,2114.1
215,20160206/1145,2112.2
216,20160206/1215,2111.8
217,20160206/1245,2114.8
218,20160206/1315,2111.8
219,20160206/1345,2107.1
220,20160206/1415,2106.0
221,20160206/1445,2107.2
222,20160206/1515,2112.8
223,20160206/1545,2115.6
224,20160206/1615,2113.6
225,20160206/1645,2115.2
226,20160206/1715,2116.4
227,20160206/1745,2118.1
228,20160206/1815,2118.4
229,20160206/1845,2117.2
230,20160206/1915,2116.9
231,20160206/1945,2118.2
232,20160206/2015,2118.2
233,20160206/2045,2117.6
234,20160206/2115,2120.1
235,20160206/2145,2119.7
236,20160206/2215,2118.6
237,20160206/2245,2118.6
238,20160206/2315,2118.8
239,20160206/2345,2119.7
238,20160207/0015,2118.9
239,20160207/0045,2118.3
240,20160207/0115,2119.7
241,20160207/0145,2118.9
242,20160207/0215,2118.9
243,20160207/0245,2116.2
244,20160207/0315,2117.2
245,20160207/0345,2119.8
246,20160207/0415,2120.1
247,20160207/0445,2122.6
248,20160207/0515,2118.8
249,20160207/0545,2121.3
250,20160207/0615,2121.8
251,20160207/0645,2117.4
252,20160207/0715,2118.2
253,20160207/0745,2114.9
254,20160207/0815,2113.0
255,20160207/0845,2112.4
256,20160207/0915,2112.1
257,20160207/0945,2112.4
258,20160207/1015,2112.7
259,20160207/1045,2109.4
260,20160207/1115,2104.7
261,20160207/1145,2104.4
262,20160207/1215,2109.2
263,20160207/1245,2114.1
264,20160207/1315,2114.8
265,20160207/1345,2113.8
266,20160207/1415,2112.3
267,20160207/1445,2114.8
268,20160207/1515,2118.7
269,20160207/1545,2118.8
270,20160207/1615,2118.7
271,20160207/1645,2121.2
272,20160207/1715,2121.9
273,20160207/1745,2123.8
274,20160207/1815,2124.1
275,20160207/1845,2123.1
276,20160207/1915,2123.4
277,20160207/1945,2124.1
278,20160207/2015,2125.4
279,20160207/2045,2124.3
280,20160207/2115,2123.8
281,20160207/2145,2123.3
282,20160207/2215,2122.4
283,20160207/2245,2121.3
284,20160207/2315,2123.7
285,20160207/2345,2123.8
240,20160208/0015,2120.1
241,20160208/0045,2118.9
242,20160208/0115,2118.8
243,20160208/0145,2118.2
244,20160208/0215,2117.0
245,20160208/0245,2115.9
246,20160208/0315,2116.7
247,20160208/0345,2118.6
248,20160208/0415,2118.2
249,20160208/0445,2118.7
250,20160208/0515,2118.1
251,20160208/0545,2118.9
252,20160208/0615,2118.9
253,20160208/0645,2116.2
254,20160208/0715,2115.9
255,20160208/0745,2114.2
256,20160208/0815,2114.7
257,20160208/0845,2116.5
258,20160208/0915,2115.7
259,20160208/0945,2118.1
260,20160208/1015,2116.8
261,20160208/1045,2111.6
262,20160208/1115,2110.4
263,20160208/1145,2109.6
264,20160208/1215,2111.7
265,20160208/1245,2115.0
266,20160208/1315,2113.8
267,20160208/1345,2111.4
268,20160208/1415,2111.5
269,20160208/1445,2112.2
270,20160208/1515,2115.6
271,20160208/1545,2117.3
272,20160208/1615,2116.9
273,20160208/1645,2117.6
274,20160208/1715,2115.6
275,20160208/1745,2116.3
276,20160208/1815,2116.0
277,20160208/1845,2114.6
278,20160208/1915,2115.3
279,20160208/1945,2115.6
280,20160208/2015,2116.7
281,20160208/2045,2117.4
282,20160208/2115,2116.8
283,20160208/2145,2118.0
284,20160208/2215,2118.2
285,20160208/2245,2116.8
286,20160208/2315,2117.1
287,20160208/2345,2117.2
240,20160209/0015,2116.7
241,20160209/0045,2116.0
242,20160209/0115,2116.3
243,20160209/0145,2115.8
244,20160209/0215,2112.8
245,20160209/0245,2112.0
246,20160209/0315,2115.2
247,20160209/0345,2117.6
248,20160209/0415,2118.5
249,20160209/0445,2118.9
250,20160209/0515,2118.1
251,20160209/0545,2117.4
252,20160209/0615,2116.8
253,20160209/0645,2114.8
254,20160209/0715,2114.4
255,20160209/0745,2114.2
256,20160209/0815,2114.1
257,20160209/0845,2114.1
258,20160209/0915,2115.3
259,20160209/0945,2117.9
260,20160209/1015,2115.7
261,20160209/1045,2112.2
262,20160209/1115,2110.9
263,20160209/1145,2110.7
264,20160209/1215,2113.1
265,20160209/1245,2115.8
266,20160209/1315,2115.1
267,20160209/1345,2112.8
268,20160209/1415,2112.4
269,20160209/1445,2112.4
270,20160209/1515,2115.8
271,20160209/1545,2118.1
272,20160209/1615,2118.0
273,20160209/1645,2121.4
274,20160209/1715,2120.8
275,20160209/1745,2119.1
276,20160209/1815,2115.8
277,20160209/1845,2112.3
278,20160209/1915,2112.8
279,20160209/1945,2112.6
280,20160209/2015,2113.2
281,20160209/2045,2112.6
282,20160209/2115,2111.1
283,20160209/2145,2113.8
284,20160209/2215,2114.1
285,20160209/2245,2111.1
286,20160209/2315,2111.4
287,20160209/2345,2110.2
240,20160210/0015,2108.6
241,20160210/0045,2110.6
242,20160210/0115,2112.2
243,20160210/0145,2110.2
244,20160210/0215,2108.9
245,20160210/0245,2108.9
246,20160210/0315,2109.9
247,20160210/0345,2111.6
248,20160210/0415,2111.5
249,20160210/0445,2111.6
250,20160210/0515,2111.3
251,20160210/0545,2112.8
252,20160210/0615,2110.9
253,20160210/0645,2106.8
254,20160210/0715,2107.0
255,20160210/0745,2106.1
256,20160210/0815,2104.9
257,20160210/0845,2104.7
258,20160210/0915,2107.3
259,20160210/0945,2109.9
260,20160210/1015,2109.4
261,20160210/1045,2109.9
262,20160210/1115,2111.3
263,20160210/1145,2111.8
264,20160210/1215,2111.0
265,20160210/1245,2108.6
266,20160210/1315,2105.4
267,20160210/1345,2103.8
268,20160210/1415,2102.2
269,20160210/1445,2102.4
270,20160210/1515,2105.1
271,20160210/1545,2106.9
272,20160210/1615,2108.0
273,20160210/1645,2108.7
274,20160210/1715,2107.1
275,20160210/1745,2107.1
276,20160210/1815,2109.8
277,20160210/1845,2111.6
278,20160210/1915,2113.1
279,20160210/1945,2114.1
280,20160210/2015,2114.6
281,20160210/2045,2115.2
282,20160210/2115,2117.1
283,20160210/2145,2121.6
284,20160210/2215,2121.6
285,20160210/2245,2122.9
286,20160210/2315,2129.3
287,20160210/2345,2132.4
240,20160211/0015,2138.7
241,20160211/0045,2146.7
242,20160211/0115,2152.1
243,20160211/0145,2154.4
244,20160211/0215,2154.7
245,20160211/0245,2154.7
246,20160211/0315,2156.3
247,20160211/0345,2157.6
248,20160211/0415,2160.6
249,20160211/0445,2162.2
250,20160211/0515,2161.8
251,20160211/0545,2164.3
252,20160211/0615,2162.4
253,20160211/0645,2160.2
254,20160211/0715,2161.2
255,20160211/0745,2160.9
256,20160211/0815,2161.1
257,20160211/0845,2163.0
258,20160211/0915,2165.2
259,20160211/0945,2166.7
260,20160211/1015,2164.5
261,20160211/1045,2159.4
262,20160211/1115,2157.1
263,20160211/1145,2157.6
264,20160211/1215,2160.7
265,20160211/1245,2164.3
266,20160211/1315,2164.5
267,20160211/1345,2165.1
268,20160211/1415,2166.7
269,20160211/1445,2167.1
270,20160211/1515,2159.8
271,20160211/1545,2150.1
272,20160211/1615,2146.1
273,20160211/1645,2145.0
274,20160211/1715,2145.1
275,20160211/1745,2142.7
276,20160211/1815,2141.1
277,20160211/1845,2147.1
278,20160211/1915,2151.9
279,20160211/1945,2150.9
280,20160211/2015,2152.2
281,20160211/2045,2155.3
282,20160211/2115,2158.6
283,20160211/2145,2164.1
284,20160211/2215,2166.5
285,20160211/2245,2166.2
286,20160211/2315,2166.8
287,20160211/2345,2165.4
240,20160212/0015,2166.5
241,20160212/0045,2169.4
242,20160212/0115,2169.9
243,20160212/0145,2167.5
244,20160212/0215,2165.9
245,20160212/0245,2163.8
246,20160212/0315,2163.7
247,20160212/0345,2166.9
248,20160212/0415,2169.7
249,20160212/0445,2167.1
250,20160212/0515,2163.8
251,20160212/0545,2165.4
252,20160212/0615,2162.8
253,20160212/0645,2159.2
254,20160212/0715,2159.6
255,20160212/0745,2159.8
256,20160212/0815,2158.2
257,20160212/0845,2154.1
258,20160212/0915,2154.0
259,20160212/0945,2155.2
260,20160212/1015,2157.1
261,20160212/1045,2158.8
262,20160212/1115,2152.1
263,20160212/1145,2151.6
264,20160212/1215,2157.8
265,20160212/1245,2161.7
266,20160212/1315,2160.1
267,20160212/1345,2157.1
268,20160212/1415,2159.2
269,20160212/1445,2161.2
270,20160212/1515,2164.3
271,20160212/1545,2164.3
272,20160212/1615,2165.9
273,20160212/1645,2167.7
274,20160212/1715,2164.9
275,20160212/1745,2162.3
276,20160212/1815,2159.6
277,20160212/1845,2157.7
278,20160212/1915,2159.6
279,20160212/1945,2160.8
280,20160212/2015,2160.3
281,20160212/2045,2162.2
282,20160212/2115,2166.5
283,20160212/2145,2168.5
284,20160212/2215,2165.4
285,20160212/2245,2167.0
286,20160212/2315,2167.2
287,20160212/2345,2165.4
240,20160213/0015,2166.6
241,20160213/0045,2170.4
242,20160213/0115,2169.2
243,20160213/0145,2166.6
244,20160213/0215,2169.5
245,20160213/0245,2171.7
246,20160213/0315,2175.3
247,20160213/0345,2179.0
248,20160213/0415,2182.4
249,20160213/0445,2183.8
250,20160213/0515,2180.2
251,20160213/0545,2179.1
252,20160213/0615,2179.1
253,20160213/0645,2176.3
254,20160213/0715,2174.4
255,20160213/0745,2175.3
256,20160213/0815,2175.7
257,20160213/0845,2172.8
258,20160213/0915,2172.2
259,20160213/0945,2169.8
260,20160213/1015,2164.3
261,20160213/1045,2162.1
262,20160213/1115,2160.1
263,20160213/1145,2163.0
264,20160213/1215,2167.7
265,20160213/1245,2165.7
266,20160213/1315,2161.3
267,20160213/1345,2160.7
268,20160213/1415,2162.2
269,20160213/1445,2163.1
270,20160213/1515,2162.5
271,20160213/1545,2161.2
272,20160213/1615,2167.2
273,20160213/1645,2167.8
274,20160213/1715,2158.7
275,20160213/1745,2154.5
276,20160213/1815,2151.3
277,20160213/1845,2148.3
278,20160213/1915,2146.2
279,20160213/1945,2145.9
280,20160213/2015,2150.5
281,20160213/2045,2152.2
282,20160213/2115,2158.4
283,20160213/2145,2162.5
284,20160213/2215,2162.6
285,20160213/2245,2168.3
286,20160213/2315,2170.8
287,20160213/2345,2169.0
240,20160214/0015,2169.3
241,20160214/0045,2172.1
242,20160214/0115,2168.2
243,20160214/0145,2166.3
244,20160214/0215,2163.6
245,20160214/0245,2160.9
246,20160214/0315,2166.9
247,20160214/0345,2168.2
248,20160214/0415,2164.9
249,20160214/0445,2162.6
250,20160214/0515,2159.3
251,20160214/0545,2157.1
252,20160214/0615,2155.6
253,20160214/0645,2152.9
254,20160214/0715,2146.4
255,20160214/0745,2148.9
256,20160214/0815,2155.1
257,20160214/0845,2156.2
258,20160214/0915,2158.6
259,20160214/0945,2157.5
260,20160214/1015,2155.2
261,20160214/1045,2159.6
262,20160214/1115,2164.9
263,20160214/1145,2168.1
264,20160214/1215,2172.7
265,20160214/1245,2175.7
266,20160214/1315,2175.8
267,20160214/1345,2173.2
268,20160214/1415,2172.3
269,20160214/1445,2177.9
270,20160214/1515,2183.1
271,20160214/1545,2180.8
272,20160214/1615,2181.2
273,20160214/1645,2182.1
274,20160214/1715,2176.9
275,20160214/1745,2170.8
276,20160214/1815,2169.7
277,20160214/1845,2166.6
278,20160214/1915,2165.3
279,20160214/1945,2164.4
280,20160214/2015,2164.3
281,20160214/2045,2164.3
282,20160214/2115,2162.8
283,20160214/2145,2163.3
284,20160214/2215,2160.0
285,20160214/2245,2167.8
286,20160214/2315,2171.8
287,20160214/2345,2166.8
240,20160215/0015,2173.6
241,20160215/0045,2182.3
242,20160215/0115,2186.0
243,20160215/0145,2187.2
244,20160215/0215,2187.4
245,20160215/0245,2189.2
246,20160215/0315,2193.0
247,20160215/0345,2196.2
248,20160215/0415,2198.0
249,20160215/0445,2199.4
250,20160215/0515,2204.1
251,20160215/0545,2205.6
252,20160215/0615,2205.6
253,20160215/0645,2207.2
254,20160215/0715,2208.0
255,20160215/0745,2208.5
256,20160215/0815,2207.6
257,20160215/0845,2209.0
258,20160215/0915,2209.9
259,20160215/0945,2201.7
260,20160215/1015,2192.9
261,20160215/1045,2195.1
262,20160215/1115,2196.0
263,20160215/1145,2194.4
264,20160215/1315,2192.3
265,20160215/1345,2191.2
266,20160215/1415,2198.5
267,20160215/1445,2203.9
268,20160215/1515,2204.7
269,20160215/1545,2202.6
270,20160215/1615,2206.8
271,20160215/1645,2205.9
272,20160215/1715,2200.3
273,20160215/1745,2203.8
274,20160215/1815,2206.8
275,20160215/1845,2204.1
276,20160215/1915,2204.5
277,20160215/1945,2200.2
278,20160215/2015,2197.4
279,20160215/2045,2198.5
280,20160215/2115,2198.2
281,20160215/2145,2195.2
282,20160215/2215,2188.1
283,20160215/2245,2188.2
284,20160215/2315,2185.9
285,20160215/2345,2179.4
240,20160216/0015,2181.0
241,20160216/0045,2184.8
242,20160216/0115,2182.8
243,20160216/0145,2183.8
244,20160216/0215,2186.1
245,20160216/0245,2183.9
246,20160216/0315,2184.8
247,20160216/0345,2189.5
248,20160216/0415,2191.1
249,20160216/0445,2190.2
250,20160216/0515,2190.1
251,20160216/0545,2187.7
252,20160216/0615,2186.7
253,20160216/0645,2187.2
254,20160216/0715,2184.8
255,20160216/0745,2184.1
256,20160216/0815,2183.4
257,20160216/0845,2184.0
258,20160216/0915,2188.8
259,20160216/0945,2187.4
260,20160216/1015,2185.2
261,20160216/1045,2187.7
262,20160216/1115,2187.1
263,20160216/1145,2187.8
264,20160216/1215,2187.6
265,20160216/1245,2187.1
266,20160216/1315,2186.8
267,20160216/1345,2183.7
268,20160216/1415,2183.4
269,20160216/1445,2185.9
270,20160216/1515,2186.1
271,20160216/1545,2186.4
272,20160216/1615,2189.2
273,20160216/1645,2190.5
274,20160216/1715,2191.6
275,20160216/1745,2192.5
276,20160216/1815,2193.1
277,20160216/1845,2194.1
278,20160216/1915,2195.5
279,20160216/1945,2195.6
280,20160216/2015,2194.8
281,20160216/2045,2195.1
282,20160216/2115,2193.8
283,20160216/2145,2190.3
284,20160216/2215,2186.9
285,20160216/2245,2185.6
286,20160216/2315,2185.9
287,20160216/2345,2185.1
228,20160217/0015,2184.8
229,20160217/0045,2184.5
230,20160217/0115,2183.5
231,20160217/0145,2182.2
232,20160217/0215,2179.2
233,20160217/0245,2179.7
234,20160217/0315,2182.8
235,20160217/0345,2184.3
236,20160217/0415,2183.3
237,20160217/0445,2181.8
238,20160217/0515,2180.4
239,20160217/0545,2179.2
240,20160217/0615,2178.5
241,20160217/0645,2179.8
242,20160217/0715,2177.8
243,20160217/0745,2178.0
244,20160217/0815,2182.0
245,20160217/0845,2181.2
246,20160217/0915,2179.7
247,20160217/0945,2180.8
248,20160217/1015,2180.4
249,20160217/1045,2175.2
250,20160217/1115,2173.4
251,20160217/1145,2177.4
252,20160217/1215,2178.7
253,20160217/1245,2175.6
254,20160217/1315,2179.2
255,20160217/1345,2181.4
256,20160217/1415,2177.6
257,20160217/1445,2176.8
258,20160217/1515,2176.4
259,20160217/1545,2177.3
260,20160217/1615,2177.5
261,20160217/1645,2174.4
262,20160217/1715,2173.5
263,20160217/1745,2173.6
264,20160217/1815,2171.7
265,20160217/1845,2171.5
266,20160217/1915,2172.2
267,20160217/1945,2169.5
268,20160217/2015,2168.3
269,20160217/2045,2169.5
270,20160217/2115,2171.6
271,20160217/2145,2168.4
272,20160217/2215,2165.1
273,20160217/2245,2167.3
274,20160217/2315,2166.8
275,20160217/2345,2167.1
240,20160218/0015,2166.5
241,20160218/0045,2164.9
242,20160218/0115,2166.9
243,20160218/0145,2168.9
244,20160218/0215,2168.1
245,20160218/0245,2168.8
246,20160218/0315,2168.4
247,20160218/0345,2170.2
248,20160218/0415,2170.9
249,20160218/0445,2167.8
250,20160218/0515,2170.8
251,20160218/0545,2169.4
252,20160218/0615,2165.3
253,20160218/0645,2164.8
254,20160218/0715,2163.3
255,20160218/0745,2165.8
256,20160218/0815,2167.9
257,20160218/0845,2165.3
258,20160218/0915,2168.0
259,20160218/0945,2169.6
260,20160218/1015,2167.4
261,20160218/1045,2165.1
262,20160218/1115,2162.1
263,20160218/1145,2163.1
264,20160218/1215,2162.6
265,20160218/1245,2159.4
266,20160218/1315,2160.9
267,20160218/1345,2162.5
268,20160218/1415,2161.6
269,20160218/1445,2164.2
270,20160218/1515,2164.2
271,20160218/1545,2157.9
272,20160218/1615,2153.4
273,20160218/1645,2154.2
274,20160218/1715,2156.9
275,20160218/1745,2152.1
276,20160218/1815,2155.4
277,20160218/1845,2155.2
278,20160218/1915,2152.0
279,20160218/1945,2151.5
280,20160218/2015,2152.3
281,20160218/2045,2147.0
282,20160218/2115,2147.2
283,20160218/2145,2151.8
284,20160218/2215,2151.1
285,20160218/2245,2147.7
286,20160218/2315,2144.4
287,20160218/2345,2138.3
240,20160219/0015,2138.6
241,20160219/0045,2135.6
242,20160219/0115,2130.7
243,20160219/0145,2129.8
244,20160219/0215,2136.4
245,20160219/0245,2143.6
246,20160219/0315,2141.0
247,20160219/0345,2139.4
248,20160219/0415,2137.1
249,20160219/0445,2133.6
250,20160219/0515,2132.7
251,20160219/0545,2129.1
252,20160219/0615,2129.4
253,20160219/0645,2128.7
254,20160219/0715,2124.6
255,20160219/0745,2124.2
256,20160219/0815,2124.4
257,20160219/0845,2126.8
258,20160219/0915,2128.0
259,20160219/0945,2123.9
260,20160219/1015,2122.5
261,20160219/1045,2126.1
262,20160219/1115,2129.6
263,20160219/1145,2135.2
264,20160219/1215,2137.8
265,20160219/1245,2138.1
266,20160219/1315,2140.6
267,20160219/1345,2142.4
268,20160219/1415,2149.1
269,20160219/1445,2152.9
270,20160219/1515,2155.9
271,20160219/1545,2159.5
272,20160219/1615,2157.9
273,20160219/1645,2157.4
274,20160219/1715,2156.4
275,20160219/1745,2156.3
276,20160219/1815,2160.2
277,20160219/1845,2159.9
278,20160219/1915,2157.5
279,20160219/1945,2159.3
280,20160219/2015,2162.9
281,20160219/2045,2163.8
282,20160219/2115,2162.4
283,20160219/2145,2160.4
284,20160219/2215,2160.1
285,20160219/2245,2158.6
286,20160219/2315,2154.2
287,20160219/2345,2154.4
240,20160220/0015,2154.6
241,20160220/0045,2152.3
242,20160220/0115,2151.1
243,20160220/0145,2149.9
244,20160220/0215,2149.1
245,20160220/0245,2151.1
246,20160220/0315,2150.8
247,20160220/0345,2149.7
248,20160220/0415,2149.1
249,20160220/0445,2148.2
250,20160220/0515,2148.9
251,20160220/0545,2144.9
252,20160220/0615,2142.7
253,20160220/0645,2142.0
254,20160220/0715,2140.8
255,20160220/0745,2143.5
256,20160220/0815,2144.2
257,20160220/0845,2148.0
258,20160220/0915,2151.2
259,20160220/0945,2148.0
260,20160220/1015,2144.4
261,20160220/1045,2144.8
262,20160220/1115,2147.2
263,20160220/1145,2146.1
264,20160220/1215,2146.8
265,20160220/1245,2145.9
266,20160220/1315,2142.2
267,20160220/1345,2141.2
268,20160220/1415,2144.7
269,20160220/1445,2145.7
270,20160220/1515,2142.1
271,20160220/1545,2142.5
272,20160220/1615,2146.8
273,20160220/1645,2146.8
274,20160220/1715,2140.8
275,20160220/1745,2135.4
276,20160220/1815,2134.4
277,20160220/1845,2137.9
278,20160220/1915,2137.1
279,20160220/1945,2134.1
280,20160220/2015,2132.6
281,20160220/2045,2130.4
282,20160220/2115,2129.1
283,20160220/2145,2129.2
284,20160220/2215,2129.6
285,20160220/2245,2131.6
286,20160220/2315,2131.6
287,20160220/2345,2130.9
240,20160221/0015,2136.3
241,20160221/0045,2136.7
242,20160221/0115,2133.9
243,20160221/0145,2137.6
244,20160221/0215,2137.7
245,20160221/0245,2139.6
246,20160221/0315,2143.2
247,20160221/0345,2142.2
248,20160221/0415,2144.8
249,20160221/0445,2144.3
250,20160221/0515,2141.2
251,20160221/0545,2140.8
252,20160221/0615,2140.2
253,20160221/0645,2134.4
254,20160221/0715,2129.6
255,20160221/0745,2131.2
256,20160221/0815,2133.1
257,20160221/0845,2134.7
258,20160221/0915,2136.3
259,20160221/0945,2135.5
260,20160221/1015,2130.8
261,20160221/1045,2129.5
262,20160221/1115,2131.6
263,20160221/1145,2130.2
264,20160221/1215,2125.7
265,20160221/1245,2121.9
266,20160221/1315,2120.1
267,20160221/1345,2117.1
268,20160221/1415,2117.1
269,20160221/1445,2116.2
270,20160221/1515,2111.7
271,20160221/1545,2111.4
272,20160221/1615,2114.2
273,20160221/1645,2113.8
274,20160221/1715,2110.0
275,20160221/1745,2109.8
276,20160221/1815,2107.1
277,20160221/1845,2104.9
278,20160221/1915,2104.3
279,20160221/1945,2102.1
280,20160221/2015,2100.7
281,20160221/2045,2098.9
282,20160221/2115,2101.6
283,20160221/2145,2100.3
284,20160221/2215,2097.5
285,20160221/2245,2097.4
286,20160221/2315,2096.5
